personnel_id,rank,terrain,consecutive_field_days,duty_hours_5d,night_shifts_5d,leave_denial_ratio,sleep_hrs_5d_avg,self_reported_energy,self_reported_stress,survey_latency_sec,delta_rhr,masking_index,risk_label
PERS_1234,Constable,Peace Station (HQ),19,49.9,2,0.07,7.0,4,1,23.6,4.5,0.15,0
PERS_1235,Head Constable,Counter-Insurgency (J&K),22,59.2,3,0.25,4.8,3,6,34.2,11.6,0.27,1
PERS_1236,Constable,Counter-Insurgency (J&K),34,37.1,0,0.63,7.6,4,1,8.0,1.4,0.05,0
PERS_1237,Constable,Peace Station (HQ),19,64.3,3,0.07,5.4,4,5,11.6,8.9,0.0,1
PERS_1238,Head Constable,Counter-Insurgency (J&K),52,28.0,4,0.11,6.5,5,3,31.5,5.7,0.01,0
PERS_1239,Constable,Peace Station (HQ),135,48.5,2,0.2,5.8,3,7,23.4,9.3,0.2,2
PERS_1240,Sub-Inspector,Counter-Insurgency (J&K),40,53.8,2,0.27,5.6,3,5,33.5,6.9,0.17,0
PERS_1241,Inspector,Dense Forest (Bastar),49,56.0,1,0.25,5.7,2,4,38.1,8.8,0.01,1
PERS_1242,Sub-Inspector,Counter-Insurgency (J&K),30,66.1,2,0.13,3.8,2,6,55.4,11.8,0.03,2
PERS_1243,Constable,Border Outpost (Thar),135,63.4,2,0.14,5.6,1,7,28.5,12.4,0.01,2
PERS_1244,Constable,Peace Station (HQ),23,49.3,2,0.01,5.6,3,2,46.7,5.0,0.08,1
PERS_1245,Sub-Inspector,High Altitude (Ladakh/Sikkim),39,56.3,1,0.12,5.2,4,3,44.0,8.4,0.79,1
PERS_1246,Constable,High Altitude (Ladakh/Sikkim),49,29.5,3,0.52,7.3,5,2,87.5,4.1,0.01,0
PERS_1247,Inspector,Peace Station (HQ),24,40.3,2,0.38,5.7,4,3,55.6,2.3,0.08,0
PERS_1248,Inspector,Dense Forest (Bastar),42,40.4,4,0.1,6.4,4,2,73.2,10.6,0.08,1
PERS_1249,ASI,Counter-Insurgency (J&K),68,64.3,2,0.5,5.5,2,6,16.1,13.1,0.01,2
PERS_1250,Constable,Dense Forest (Bastar),26,63.6,3,0.22,5.0,3,6,29.2,11.2,0.03,1
PERS_1251,Constable,High Altitude (Ladakh/Sikkim),13,67.9,2,0.49,4.2,4,5,64.0,12.8,0.01,1
PERS_1252,ASI,Peace Station (HQ),66,60.3,2,0.09,4.3,3,7,63.7,10.8,0.04,1
PERS_1253,Constable,Peace Station (HQ),54,62.3,0,0.31,5.7,3,3,17.2,7.6,0.0,1
PERS_1254,Constable,Dense Forest (Bastar),38,52.7,0,0.3,5.2,3,3,61.6,7.3,0.65,0
PERS_1255,Head Constable,Dense Forest (Bastar),25,45.5,2,0.22,4.9,5,3,65.7,6.5,0.66,0
PERS_1256,Sub-Inspector,Counter-Insurgency (J&K),5,37.7,3,0.09,6.8,5,1,18.3,5.3,0.15,0
PERS_1257,Head Constable,Border Outpost (Thar),86,44.9,2,0.4,7.5,4,4,46.0,4.7,0.01,0
PERS_1258,Head Constable,Border Outpost (Thar),20,36.3,1,0.56,7.3,5,1,15.1,0.2,0.03,0
PERS_1259,Constable,Counter-Insurgency (J&K),22,57.5,1,0.14,6.0,4,1,31.7,7.2,0.05,1
PERS_1260,Head Constable,Border Outpost (Thar),22,46.1,2,0.74,5.9,5,3,27.8,4.3,0.23,0
PERS_1261,Inspector,High Altitude (Ladakh/Sikkim),71,47.9,2,0.51,6.7,3,3,24.3,8.3,0.02,1
PERS_1262,Constable,Border Outpost (Thar),100,37.7,4,0.63,4.9,2,8,56.5,10.9,0.08,2
PERS_1263,Head Constable,Counter-Insurgency (J&K),23,41.2,2,0.13,6.6,4,2,20.1,2.0,0.11,1
PERS_1264,Sub-Inspector,Border Outpost (Thar),19,47.0,1,0.09,7.7,5,1,40.4,3.3,0.11,0
PERS_1265,Head Constable,Peace Station (HQ),35,36.1,2,0.73,6.9,4,4,30.4,5.3,0.05,0
PERS_1266,Head Constable,Dense Forest (Bastar),27,77.3,3,0.17,3.7,1,8,35.5,13.5,0.14,2
PERS_1267,Head Constable,High Altitude (Ladakh/Sikkim),17,36.3,2,0.31,7.7,5,2,35.0,3.1,0.11,0
PERS_1268,Constable,Peace Station (HQ),83,67.8,1,0.3,6.5,3,7,20.4,9.1,0.09,1
PERS_1269,Constable,Peace Station (HQ),61,52.9,1,0.38,7.2,4,5,91.0,5.0,0.23,0
PERS_1270,ASI,Counter-Insurgency (J&K),13,43.6,2,0.04,6.3,5,1,39.1,5.4,0.05,0
PERS_1271,ASI,Dense Forest (Bastar),48,50.3,0,0.25,7.4,4,2,63.2,1.9,0.19,0
PERS_1272,ASI,Dense Forest (Bastar),46,52.7,1,0.04,7.2,4,1,18.7,5.8,0.03,0
PERS_1273,Sub-Inspector,High Altitude (Ladakh/Sikkim),63,56.6,1,0.41,5.8,4,4,10.3,9.1,0.09,0
PERS_1274,Head Constable,Counter-Insurgency (J&K),14,39.6,3,0.39,5.6,4,4,65.0,4.6,0.22,1
PERS_1275,Head Constable,High Altitude (Ladakh/Sikkim),79,61.5,0,0.45,6.5,3,4,62.5,6.7,0.04,1
PERS_1276,ASI,Border Outpost (Thar),33,48.5,2,0.25,5.5,3,3,43.6,8.5,0.14,1
PERS_1277,Head Constable,Peace Station (HQ),58,40.5,2,0.45,5.9,4,6,18.5,3.5,0.01,1
PERS_1278,Head Constable,High Altitude (Ladakh/Sikkim),17,45.4,2,0.32,5.9,4,2,11.5,7.7,0.03,0
PERS_1279,ASI,Peace Station (HQ),27,64.9,2,0.34,4.6,2,6,57.3,8.5,0.08,1
PERS_1280,Sub-Inspector,Counter-Insurgency (J&K),23,52.5,1,0.04,5.7,4,1,75.8,6.9,0.15,0
PERS_1281,Constable,Border Outpost (Thar),8,48.8,1,0.39,6.6,3,2,42.8,4.6,0.0,1
PERS_1282,Constable,Counter-Insurgency (J&K),18,45.8,1,0.28,6.9,3,1,67.0,3.8,0.02,0
PERS_1283,Constable,Border Outpost (Thar),23,47.1,2,0.35,5.3,4,4,49.2,7.7,0.76,1
PERS_1284,Head Constable,Border Outpost (Thar),35,53.7,3,0.28,5.6,4,5,61.0,8.3,0.1,1
PERS_1285,Constable,Peace Station (HQ),60,51.3,3,0.45,5.6,3,6,56.9,9.2,0.0,2
PERS_1286,Head Constable,Counter-Insurgency (J&K),79,60.4,2,0.23,4.8,2,9,20.5,11.6,0.16,2
PERS_1287,Head Constable,Counter-Insurgency (J&K),69,58.1,3,0.28,5.1,4,7,42.7,10.3,0.0,2
PERS_1288,Constable,High Altitude (Ladakh/Sikkim),73,43.4,4,0.5,5.7,3,7,75.9,9.3,0.11,2
PERS_1289,Head Constable,Counter-Insurgency (J&K),92,62.5,3,0.23,5.0,3,7,15.5,11.3,0.02,2
PERS_1290,Constable,High Altitude (Ladakh/Sikkim),41,42.6,1,0.71,7.4,4,3,18.6,3.6,0.08,0
PERS_1291,Constable,Dense Forest (Bastar),74,45.4,2,0.09,6.8,4,3,16.1,5.3,0.03,0
PERS_1292,ASI,Dense Forest (Bastar),28,50.5,3,0.14,5.5,4,4,38.3,9.7,0.1,1
PERS_1293,Constable,Dense Forest (Bastar),39,54.5,2,0.59,5.2,3,7,51.1,8.6,0.1,1
PERS_1294,Constable,Counter-Insurgency (J&K),38,57.9,3,0.4,4.8,3,7,57.9,9.0,0.05,1
PERS_1295,Head Constable,Counter-Insurgency (J&K),52,31.6,1,0.22,7.7,5,1,53.6,-0.3,0.06,0
PERS_1296,ASI,High Altitude (Ladakh/Sikkim),37,59.6,1,0.39,6.6,3,2,36.5,7.5,0.06,1
PERS_1297,Constable,Border Outpost (Thar),21,54.2,1,0.27,4.8,4,3,36.9,7.7,0.68,0
PERS_1298,Head Constable,High Altitude (Ladakh/Sikkim),26,43.3,1,0.07,6.9,5,1,39.4,2.8,0.01,0
PERS_1299,Constable,Dense Forest (Bastar),33,48.9,3,0.1,5.5,5,3,16.1,8.9,0.16,0
PERS_1300,Constable,High Altitude (Ladakh/Sikkim),8,50.8,1,0.17,6.6,5,1,21.3,6.9,0.07,0
PERS_1301,Head Constable,Border Outpost (Thar),87,25.0,2,0.28,6.7,4,3,40.7,5.6,0.04,1
PERS_1302,Head Constable,Counter-Insurgency (J&K),46,40.1,0,0.16,8.0,5,1,30.8,4.7,0.06,0
PERS_1303,Head Constable,High Altitude (Ladakh/Sikkim),52,64.8,1,0.22,5.5,3,4,31.5,8.0,0.1,1
PERS_1304,Head Constable,Dense Forest (Bastar),66,48.6,1,0.06,6.4,4,2,61.0,6.3,0.05,0
PERS_1305,Inspector,Dense Forest (Bastar),66,53.7,4,0.07,5.1,4,7,33.8,10.9,0.14,1
PERS_1306,Head Constable,Counter-Insurgency (J&K),24,49.2,3,0.16,5.8,4,3,24.8,6.5,0.06,0
PERS_1307,Constable,High Altitude (Ladakh/Sikkim),56,60.7,2,0.11,5.4,2,4,15.1,10.6,0.75,1
PERS_1308,ASI,Border Outpost (Thar),57,49.6,3,0.17,5.2,3,5,58.7,6.8,0.06,2
PERS_1309,Constable,Counter-Insurgency (J&K),39,48.7,4,0.05,5.0,4,5,58.0,13.0,0.06,1
PERS_1310,Constable,High Altitude (Ladakh/Sikkim),19,51.8,2,0.28,5.9,4,4,23.5,5.6,0.01,1
PERS_1311,Constable,Peace Station (HQ),48,61.3,1,0.66,6.9,3,6,21.7,5.7,0.06,1
PERS_1312,Constable,Dense Forest (Bastar),114,71.0,1,0.31,5.3,2,7,17.3,12.5,0.24,2
PERS_1313,Inspector,Border Outpost (Thar),33,48.1,0,0.47,7.4,5,1,25.3,3.7,0.03,0
PERS_1314,ASI,Border Outpost (Thar),35,46.6,1,0.25,7.2,5,1,25.4,5.9,0.04,0
PERS_1315,Head Constable,Border Outpost (Thar),46,51.1,1,0.48,6.4,3,4,58.8,6.9,0.11,0
PERS_1316,Constable,Dense Forest (Bastar),80,69.4,0,0.21,6.6,2,5,32.9,10.5,0.03,1
PERS_1317,Constable,High Altitude (Ladakh/Sikkim),9,56.7,3,0.55,4.1,3,6,21.0,12.1,0.15,1
PERS_1318,Constable,Counter-Insurgency (J&K),98,53.0,3,0.15,5.6,2,7,64.5,9.8,0.01,2
PERS_1319,Constable,High Altitude (Ladakh/Sikkim),8,32.7,1,0.38,8.2,5,1,11.9,3.2,0.1,0
PERS_1320,Head Constable,Counter-Insurgency (J&K),118,70.9,3,0.43,4.6,1,10,6.8,15.8,0.02,2
PERS_1321,Head Constable,Border Outpost (Thar),43,64.5,3,0.56,3.6,2,8,56.9,14.3,0.1,2
PERS_1322,Head Constable,High Altitude (Ladakh/Sikkim),16,38.5,1,0.24,7.3,5,1,40.1,2.6,0.04,0
PERS_1323,Constable,Border Outpost (Thar),33,46.8,2,0.25,6.2,3,1,49.0,5.4,0.22,0
PERS_1324,Inspector,Peace Station (HQ),6,57.4,1,0.45,6.0,4,1,12.5,6.7,0.04,0
PERS_1325,Head Constable,Border Outpost (Thar),32,55.1,0,0.34,6.4,4,3,20.4,6.4,0.13,0
PERS_1326,Head Constable,Border Outpost (Thar),37,31.8,2,0.23,7.6,5,1,62.7,2.7,0.02,0
PERS_1327,Head Constable,Counter-Insurgency (J&K),55,42.2,2,0.15,6.4,4,1,52.4,7.0,0.06,0
PERS_1328,Constable,Peace Station (HQ),47,58.5,1,0.13,6.7,5,4,6.6,9.3,0.09,1
PERS_1329,Constable,Border Outpost (Thar),22,52.7,2,0.02,5.9,3,1,41.4,7.0,0.03,0
PERS_1330,Constable,Border Outpost (Thar),42,58.9,4,0.27,4.2,3,7,31.5,12.2,0.06,2
PERS_1331,ASI,Peace Station (HQ),36,59.4,2,0.53,6.6,2,5,7.3,10.0,0.12,1
PERS_1332,Constable,Peace Station (HQ),13,51.7,2,0.1,5.4,4,1,24.5,8.8,0.63,0
PERS_1333,Constable,High Altitude (Ladakh/Sikkim),28,55.0,2,0.21,5.5,3,4,49.0,9.4,0.16,1
PERS_1334,Constable,Counter-Insurgency (J&K),57,48.0,2,0.19,6.3,3,3,46.5,7.8,0.0,1
PERS_1335,Constable,Peace Station (HQ),46,53.7,0,0.3,5.8,4,1,28.8,6.4,0.01,0
PERS_1336,ASI,Peace Station (HQ),15,52.6,3,0.55,5.5,3,5,27.5,8.0,0.11,2
PERS_1337,Head Constable,Dense Forest (Bastar),38,68.9,3,0.21,4.1,2,8,27.9,14.6,0.08,2
PERS_1338,Head Constable,Peace Station (HQ),16,41.4,1,0.12,8.3,5,1,30.9,3.2,0.01,0
PERS_1339,Constable,Counter-Insurgency (J&K),32,58.4,2,0.31,5.4,3,3,20.5,10.7,0.86,1
PERS_1340,Head Constable,Border Outpost (Thar),31,49.9,2,0.06,5.4,4,3,50.6,10.1,0.72,0
PERS_1341,Head Constable,Border Outpost (Thar),43,59.7,1,0.48,6.1,3,4,27.1,6.9,0.04,1
PERS_1342,Constable,Border Outpost (Thar),40,50.8,1,0.33,6.5,4,3,17.3,7.8,0.11,1
PERS_1343,Constable,Border Outpost (Thar),16,61.4,0,0.71,6.7,4,2,33.2,7.2,0.13,0
PERS_1344,Constable,Dense Forest (Bastar),27,43.3,3,0.62,5.4,4,4,70.3,8.5,0.7,1
PERS_1345,Head Constable,Peace Station (HQ),18,51.2,0,0.2,7.7,4,1,25.7,4.9,0.05,0
PERS_1346,Head Constable,Border Outpost (Thar),35,55.9,1,0.3,6.3,3,1,28.3,5.5,0.05,0
PERS_1347,Constable,High Altitude (Ladakh/Sikkim),16,42.8,0,0.45,6.9,5,1,5.0,4.3,0.09,0
PERS_1348,Constable,Border Outpost (Thar),67,57.7,3,0.19,5.2,2,6,15.1,10.0,0.06,2
PERS_1349,Head Constable,Peace Station (HQ),27,60.8,3,0.15,5.3,4,4,29.6,8.7,0.63,1
PERS_1350,Head Constable,Border Outpost (Thar),141,61.4,2,0.74,5.6,1,10,48.7,13.3,0.01,2
PERS_1351,ASI,Dense Forest (Bastar),44,59.9,1,0.35,5.1,3,5,32.0,11.3,0.02,1
PERS_1352,Head Constable,Counter-Insurgency (J&K),13,42.6,2,0.23,5.3,5,3,36.9,7.2,0.68,0
PERS_1353,Constable,Counter-Insurgency (J&K),14,38.4,3,0.09,5.4,4,4,23.4,7.6,0.61,0
PERS_1354,Constable,Peace Station (HQ),85,63.5,2,0.1,5.3,2,7,15.1,12.9,0.03,2
PERS_1355,Head Constable,Counter-Insurgency (J&K),13,43.7,2,0.59,6.6,5,1,13.5,4.8,0.02,0
PERS_1356,Constable,Counter-Insurgency (J&K),82,39.4,1,0.32,5.5,4,5,37.7,5.3,0.15,1
PERS_1357,Head Constable,High Altitude (Ladakh/Sikkim),55,45.9,0,0.19,7.3,5,2,27.2,2.0,0.17,0
PERS_1358,Sub-Inspector,Peace Station (HQ),43,65.8,1,0.03,5.1,2,3,25.2,11.0,0.77,1
PERS_1359,Head Constable,Peace Station (HQ),82,66.8,4,0.29,3.4,1,10,37.5,15.5,0.19,2
PERS_1360,Constable,Counter-Insurgency (J&K),66,43.4,2,0.26,6.0,4,3,6.8,8.8,0.11,0
PERS_1361,Head Constable,Counter-Insurgency (J&K),34,36.8,2,0.2,6.8,5,1,53.4,4.7,0.13,0
PERS_1362,Head Constable,Counter-Insurgency (J&K),8,44.7,3,0.53,5.8,5,5,11.7,7.2,0.06,1
PERS_1363,Head Constable,Dense Forest (Bastar),55,63.9,3,0.1,3.4,1,7,30.7,11.2,0.03,2
PERS_1364,Sub-Inspector,Border Outpost (Thar),18,47.8,1,0.21,7.5,4,1,25.2,3.9,0.21,0
PERS_1365,Constable,Dense Forest (Bastar),19,48.0,0,0.02,7.4,4,1,10.3,3.1,0.03,0
PERS_1366,Inspector,Peace Station (HQ),33,45.2,3,0.05,5.9,4,3,43.8,4.0,0.03,0
PERS_1367,Sub-Inspector,High Altitude (Ladakh/Sikkim),24,47.7,4,0.81,4.2,4,6,42.9,10.0,0.01,1
PERS_1368,Constable,Border Outpost (Thar),36,60.1,2,0.22,4.9,4,4,25.9,10.0,0.61,2
PERS_1369,Constable,High Altitude (Ladakh/Sikkim),32,52.1,3,0.14,5.4,3,4,22.0,9.0,0.72,1
PERS_1370,Constable,Peace Station (HQ),41,50.1,1,0.24,6.9,5,2,30.8,4.4,0.01,0
PERS_1371,Constable,Peace Station (HQ),52,59.7,0,0.36,7.0,3,2,13.2,8.0,0.1,0
PERS_1372,Constable,High Altitude (Ladakh/Sikkim),92,57.9,2,0.39,7.0,4,8,87.2,9.3,0.02,1
PERS_1373,Head Constable,High Altitude (Ladakh/Sikkim),60,63.5,3,0.33,4.8,1,8,30.3,9.7,0.09,2
PERS_1374,Constable,High Altitude (Ladakh/Sikkim),50,46.2,2,0.07,5.8,5,1,24.4,5.5,0.01,0
PERS_1375,Constable,Peace Station (HQ),29,53.6,2,0.16,6.2,4,4,22.4,10.5,0.01,1
PERS_1376,ASI,Counter-Insurgency (J&K),26,59.5,0,0.52,5.7,4,2,46.7,6.4,0.05,0
PERS_1377,Constable,High Altitude (Ladakh/Sikkim),7,64.2,1,0.33,5.8,3,3,27.5,4.9,0.23,0
PERS_1378,ASI,Border Outpost (Thar),30,40.1,3,0.01,7.4,4,1,11.0,5.7,0.11,1
PERS_1379,Constable,Peace Station (HQ),56,51.9,1,0.23,6.2,4,4,14.7,5.2,0.04,0
PERS_1380,Constable,Dense Forest (Bastar),11,35.9,2,0.22,6.5,5,1,59.2,5.5,0.02,0
PERS_1381,Head Constable,Dense Forest (Bastar),34,41.7,2,0.34,5.7,5,4,23.3,4.0,0.0,0
PERS_1382,Head Constable,Border Outpost (Thar),40,52.2,2,0.38,6.0,4,4,46.5,6.0,0.1,1
PERS_1383,Sub-Inspector,Counter-Insurgency (J&K),48,32.5,4,0.02,5.3,5,3,120.0,8.9,0.66,0
PERS_1384,Head Constable,High Altitude (Ladakh/Sikkim),52,57.4,1,0.31,5.3,3,4,81.5,7.0,0.66,1
PERS_1385,ASI,Peace Station (HQ),66,60.2,2,0.05,4.6,1,4,43.3,11.9,0.67,1
PERS_1386,Constable,High Altitude (Ladakh/Sikkim),13,48.5,1,0.12,7.2,5,1,48.4,3.4,0.04,0
PERS_1387,Constable,Peace Station (HQ),44,44.0,1,0.49,6.7,5,3,16.9,4.5,0.15,0
PERS_1388,ASI,Dense Forest (Bastar),38,49.4,2,0.33,6.9,4,1,30.2,7.1,0.27,0
PERS_1389,ASI,High Altitude (Ladakh/Sikkim),7,69.9,1,0.39,5.4,3,5,24.9,10.7,0.14,2
PERS_1390,Inspector,Border Outpost (Thar),88,51.6,3,0.4,5.2,3,8,9.3,13.2,0.0,2
PERS_1391,Constable,Counter-Insurgency (J&K),65,46.6,2,0.5,6.6,5,4,31.9,5.5,0.03,1
PERS_1392,Constable,Border Outpost (Thar),18,26.7,1,0.18,8.2,5,1,49.5,-1.4,0.19,0
PERS_1393,ASI,Counter-Insurgency (J&K),25,60.9,1,0.17,6.5,3,1,7.3,7.7,0.13,0
PERS_1394,Constable,High Altitude (Ladakh/Sikkim),28,38.4,1,0.21,6.6,5,1,19.2,3.9,0.04,0
PERS_1395,Sub-Inspector,High Altitude (Ladakh/Sikkim),87,57.6,2,0.28,5.6,3,6,23.4,8.6,0.14,1
PERS_1396,ASI,Counter-Insurgency (J&K),56,74.7,3,0.03,3.4,1,6,5.0,14.5,0.26,2
PERS_1397,Constable,Dense Forest (Bastar),54,57.1,2,0.05,5.7,3,6,49.1,7.9,0.04,1
PERS_1398,ASI,Peace Station (HQ),40,55.6,0,0.32,4.9,3,3,41.0,6.4,0.77,0
PERS_1399,ASI,Border Outpost (Thar),68,51.5,1,0.09,5.8,3,5,52.2,7.9,0.05,1
PERS_1400,Constable,Border Outpost (Thar),5,51.6,1,0.69,5.9,3,3,40.4,6.4,0.01,1
PERS_1401,Sub-Inspector,Border Outpost (Thar),33,52.1,2,0.31,5.9,4,4,21.2,9.6,0.03,1
PERS_1402,Head Constable,High Altitude (Ladakh/Sikkim),68,60.2,1,0.14,6.5,3,4,41.1,9.2,0.16,1
PERS_1403,ASI,Border Outpost (Thar),65,30.3,1,0.16,6.6,4,1,59.9,1.0,0.1,0
PERS_1404,Constable,Peace Station (HQ),85,60.3,1,0.11,6.3,4,5,55.6,9.3,0.07,1
PERS_1405,Sub-Inspector,Peace Station (HQ),70,59.3,2,0.29,5.6,4,5,27.3,10.4,0.01,1
PERS_1406,Constable,Counter-Insurgency (J&K),22,75.7,2,0.58,4.7,2,8,33.6,10.8,0.16,2
PERS_1407,Constable,High Altitude (Ladakh/Sikkim),14,49.4,3,0.41,5.4,4,3,20.8,7.3,0.85,1
PERS_1408,Sub-Inspector,Peace Station (HQ),47,54.9,2,0.55,6.1,4,5,48.6,9.4,0.05,1
PERS_1409,Constable,Dense Forest (Bastar),89,60.9,2,0.2,5.2,2,6,5.0,9.9,0.19,2
PERS_1410,Constable,High Altitude (Ladakh/Sikkim),29,55.1,1,0.54,5.6,4,5,47.0,8.5,0.02,1
PERS_1411,Inspector,High Altitude (Ladakh/Sikkim),45,40.2,0,0.26,7.4,5,1,17.2,1.5,0.06,0
PERS_1412,Inspector,Peace Station (HQ),83,64.5,2,0.09,5.2,2,7,30.2,11.8,0.02,2
PERS_1413,Head Constable,Dense Forest (Bastar),20,40.8,0,0.16,6.8,5,1,52.7,0.4,0.18,0
PERS_1414,Head Constable,Counter-Insurgency (J&K),90,61.1,1,0.32,4.3,1,8,35.7,11.1,0.04,2
PERS_1415,Constable,Peace Station (HQ),11,40.5,0,0.15,7.9,5,1,42.2,1.3,0.01,0
PERS_1416,Constable,Dense Forest (Bastar),46,50.4,1,0.23,6.0,5,2,12.6,5.3,0.04,0
PERS_1417,Constable,High Altitude (Ladakh/Sikkim),58,49.1,0,0.79,5.4,4,4,19.4,5.5,0.73,1
PERS_1418,Head Constable,Dense Forest (Bastar),63,51.8,3,0.25,5.5,4,6,9.6,10.2,0.06,1
PERS_1419,ASI,High Altitude (Ladakh/Sikkim),12,48.4,1,0.33,6.4,5,2,5.0,6.0,0.13,0
PERS_1420,ASI,Peace Station (HQ),49,56.6,0,0.58,5.7,3,6,31.9,7.1,0.0,1
PERS_1421,ASI,Peace Station (HQ),21,49.1,1,0.25,6.1,4,1,56.7,9.0,0.04,1
PERS_1422,Constable,Border Outpost (Thar),46,61.3,2,0.39,5.9,4,6,19.9,10.5,0.04,1
PERS_1423,Head Constable,Border Outpost (Thar),36,46.3,2,0.28,5.3,3,3,24.8,8.8,0.6,0
PERS_1424,Constable,Border Outpost (Thar),7,53.0,1,0.32,5.9,3,2,62.4,3.7,0.07,0
PERS_1425,Head Constable,Peace Station (HQ),77,47.4,3,0.5,6.0,3,5,42.8,8.6,0.24,1
PERS_1426,Constable,Counter-Insurgency (J&K),34,69.2,1,0.34,4.4,3,6,26.0,12.0,0.07,1
PERS_1427,Sub-Inspector,Peace Station (HQ),99,62.2,2,0.16,6.4,2,5,33.2,11.6,0.03,1
PERS_1428,Constable,Dense Forest (Bastar),35,44.5,2,0.47,6.8,4,1,28.3,7.9,0.1,0
PERS_1429,Constable,Peace Station (HQ),53,70.6,3,0.54,5.3,2,8,37.4,12.2,0.08,2
PERS_1430,Constable,Peace Station (HQ),29,56.1,2,0.56,5.6,3,5,54.7,6.4,0.03,1
PERS_1431,ASI,High Altitude (Ladakh/Sikkim),39,45.0,0,0.28,8.1,5,1,28.1,1.9,0.2,0
PERS_1432,Head Constable,High Altitude (Ladakh/Sikkim),51,51.8,2,0.75,6.0,3,6,40.2,4.8,0.06,1
PERS_1433,Constable,High Altitude (Ladakh/Sikkim),11,37.7,1,0.15,7.0,5,1,69.5,4.1,0.02,0
PERS_1434,Constable,Peace Station (HQ),22,38.8,4,0.27,5.1,4,3,13.8,4.8,0.66,1
PERS_1435,Head Constable,Counter-Insurgency (J&K),73,67.4,1,0.26,5.6,2,6,30.7,11.9,0.08,1
PERS_1436,Constable,Dense Forest (Bastar),84,47.4,1,0.66,6.2,4,5,9.2,7.3,0.01,1
PERS_1437,ASI,Dense Forest (Bastar),26,37.2,1,0.73,6.8,5,2,48.1,5.5,0.09,0
PERS_1438,Head Constable,Counter-Insurgency (J&K),54,59.8,1,0.22,5.9,4,4,36.1,9.3,0.12,0
PERS_1439,Constable,Counter-Insurgency (J&K),70,71.6,2,0.49,5.7,3,9,11.0,16.4,0.03,2
PERS_1440,Constable,Dense Forest (Bastar),35,63.1,2,0.68,6.0,3,6,31.4,6.6,0.04,1
PERS_1441,Inspector,Border Outpost (Thar),20,72.9,1,0.22,5.6,4,4,22.6,11.1,0.09,1
PERS_1442,Constable,High Altitude (Ladakh/Sikkim),16,73.8,0,0.45,5.4,3,5,27.1,13.1,0.01,1
PERS_1443,Constable,High Altitude (Ladakh/Sikkim),78,46.8,2,0.18,6.2,3,5,54.0,5.5,0.06,1
PERS_1444,ASI,Dense Forest (Bastar),25,47.4,0,0.3,7.9,5,1,33.6,4.6,0.05,0
PERS_1445,Sub-Inspector,Counter-Insurgency (J&K),66,38.9,2,0.47,7.0,5,5,38.1,4.7,0.02,1
PERS_1446,Inspector,Border Outpost (Thar),58,42.2,2,0.2,4.9,4,4,28.8,8.1,0.69,1
PERS_1447,ASI,Dense Forest (Bastar),59,64.6,2,0.08,6.6,3,6,36.8,11.3,0.03,2
PERS_1448,Constable,High Altitude (Ladakh/Sikkim),61,56.9,1,0.01,6.0,3,2,33.1,6.2,0.17,0
PERS_1449,Constable,Peace Station (HQ),86,71.2,3,0.03,4.3,2,8,51.9,15.8,0.17,2
PERS_1450,ASI,Counter-Insurgency (J&K),21,41.4,1,0.51,7.1,5,1,22.8,2.1,0.01,0
PERS_1451,Head Constable,Peace Station (HQ),17,44.2,1,0.52,6.8,4,1,29.4,4.9,0.1,0
PERS_1452,Constable,Dense Forest (Bastar),14,55.3,2,0.26,5.6,4,4,30.8,8.6,0.12,0
PERS_1453,Sub-Inspector,High Altitude (Ladakh/Sikkim),39,62.5,0,0.42,5.3,3,4,78.1,12.4,0.67,1
PERS_1454,Constable,Border Outpost (Thar),40,35.7,1,0.17,6.6,5,1,16.6,2.3,0.03,0
PERS_1455,Head Constable,Peace Station (HQ),11,46.7,2,0.47,7.2,4,3,11.1,5.2,0.03,0
PERS_1456,Constable,Border Outpost (Thar),10,53.0,3,0.54,4.9,4,6,44.3,6.9,0.12,1
PERS_1457,Head Constable,High Altitude (Ladakh/Sikkim),109,66.7,2,0.31,5.7,2,8,27.7,14.7,0.09,2
PERS_1458,Constable,Peace Station (HQ),66,64.4,1,0.05,5.8,3,5,35.5,10.0,0.2,1
PERS_1459,Constable,Border Outpost (Thar),13,48.6,1,0.33,5.1,4,1,11.7,7.6,0.68,0
PERS_1460,Constable,Border Outpost (Thar),54,41.0,2,0.08,5.8,4,2,39.6,8.0,0.3,0
PERS_1461,Head Constable,Peace Station (HQ),25,31.2,1,0.13,7.1,5,1,31.6,1.7,0.02,0
PERS_1462,Head Constable,High Altitude (Ladakh/Sikkim),33,49.5,1,0.56,6.9,5,2,33.8,4.6,0.15,0
PERS_1463,Head Constable,Border Outpost (Thar),68,51.9,3,0.27,5.3,4,6,63.1,10.2,0.0,1
PERS_1464,Inspector,Dense Forest (Bastar),38,43.8,1,0.36,7.3,5,2,33.1,6.0,0.14,0
PERS_1465,Constable,Peace Station (HQ),26,59.5,1,0.16,5.7,4,2,25.5,8.5,0.04,0
PERS_1466,Constable,Counter-Insurgency (J&K),105,47.0,0,0.33,7.5,3,4,7.2,6.0,0.01,0
PERS_1467,ASI,Counter-Insurgency (J&K),22,43.6,2,0.05,5.7,4,2,25.4,9.8,0.01,0
PERS_1468,Constable,High Altitude (Ladakh/Sikkim),55,65.2,1,0.18,5.2,3,6,20.8,11.8,0.09,1
